Country,Latregion,Lat_mean,Long_mean,iso3Code,region,incomeLevel,wbLong,wbLat,population,landAreaSqkm,popDensity,popLargestCity,lifeExpectancy,gdpCapita,airTransport,carrierDepart,giniIndex,healthExpend,countryWB,soc_econ,huma_exem,lockdown,mov_rest,pub_health,soc_dist,CountryFree,WEBNAME,RegionFree,World Rank,Region Rank,2020 Score,Property Rights,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),confirmedTotal,confirmZeroDays,confirmInfectDays,deathsTotal,deathsZeroDays,deathsInfectDays,recoveredTotal,recoveredZeroDays,recoveredInfectDays,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20
Colombia,Lower,4.5709,-74.2973,COL,Latin America & Caribbean ,Upper middle income,-74.082,4.60987,49648685,1109500,44.7487021180712,10574409,77.109,6667.7906995498,33704037,358847,50.4,7.22628086805344,Colombia,15,0,13,9,13,6,Colombia,Colombia,Americas,45,4,69.2,61.1,32.8,46.1,70.4,77,85.5,71.3,78,77.5,81.2,80,70,4.4,39,33,18.8,27.67,49.834,744.696,2.658,2.8,14943.48,9.1,3.238,11009.862312648,50.479,17687,44,76,630,60,60,4256,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,4,2,4,1,2,6,7,3,11,4,4,15,11,20,9,3,15,4,13,9,0,26,10,7,10,9,10,8,11,9,16,9,15,21,10,16,18,20,19,10,21,17,18,16,14,16,16,21,16,12,18,21,17
Chile,Lower,-35.6751,-71.543,CHL,Latin America & Caribbean ,High income,-70.6475,-33.475,18729160,743532.03125,25.1894460666519,6680371,80.042,15923.3587375381,19517185,134661,44.4,8.9835099875927,Chile,10,0,16,11,11,9,Chile,Chile,Americas,15,2,76.8,69.9,61.1,73.4,76.4,80.8,90.5,75,64.7,85.2,89,85,70,0.5,35,27,20.2,25.2816666666667,18.545,481.756,4.022,2.2,25978.33,7.2,2.318,7160.143,25.561,53617,41,79,544,60,60,22504,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,4,4,2,4,5,7,3,6,5,9,8,8,7,2,10,2,11,11,10,7,6,8,13,8,6,7,8,9,9,9,11,7,13,13,10,5,6,4,9,10,8,11,12,11,22,26,27,29,28,31,35
Argentina,Lower,-38.4161,-63.6167,ARG,Latin America & Caribbean ,Upper middle income,-58.4173,-34.6118,44494502,2736690,16.2585100979651,14966530,76.52,11683.9496216363,18081937,161688,41.4,9.12431478500366,Argentina,23,0,5,11,7,5,Argentina,Argentina,Americas,149,26,53.1,50.5,47,49.7,69.6,50.7,24.7,60.2,46.5,53.7,69.2,55,60,7.9,35,30,30.3,40.543,44.56,915.125,-2.515,-0.3,20537.06,9.5,34.277,12161.837,86.289,9283,41,79,403,46,74,2933,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,1,4,5,1,4,4,1,8,3,4,1,4,8,7,9,10,1,7,7,5,9,4,8,6,3,4,11,5,13,11,9,7,5,10,7,4,7,12,9,14,4,9,9,11,7,5,9,5,10,24,3,7,10,9,11,10
South Africa,Lower,-30.5595,22.9375,ZAF,Sub-Saharan Africa ,Upper middle income,28.1871,-25.746,57779622,1213090,47.6301197767684,5485986,63.857,6374.02819575944,23921748.0700525,180317.18600139,63,8.11311826109886,South Africa,13,0,3,7,18,23,South Africa,SouthAfrica,Sub-Saharan Africa,106,12,58.8,58.4,38,46.6,63.7,67.4,64,62,58.8,75.9,75.8,45,50,4.6,45,28,28.6,32.9503333333333,57.726,789.423,0.787,1.1,13675.34,27,4.62,5333.99894720227,56.71,18003,43,77,339,65,55,8950,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,4,0,2,1,1,5,0,6,1,0,2,0,7,14,2,2,2,4,0,7,10,4,7,1,3,3,10,0,13,7,8,7,10,5,8,17,8,8,12,0,13,19,9,14,3,22,26,27
Panama,Lower,8.538,-80.7821,PAN,Latin America & Caribbean ,High income,-79.5188,8.99427,4176873,74340,56.1860774818402,1783490,78.329,15575.0725482915,12939350,119148,49.2,7.31949135661125,Panama,21,0,6,17,15,16,Panama,Panama,Americas,55,9,67.2,58.8,30,37.2,85.3,85.7,91.2,70.8,43.3,79.4,79.2,75,70,5.4,25,25,14.7,21.7953333333333,4.159,106.775,3.9,5,25674.51,3.9,0.762,5548.5,39.394,9977,48,72,287,49,71,6194,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,1,5,3,7,6,0,2,5,4,5,8,1,4,4,3,8,5,8,7,1,8,6,7,4,6,10,5,5,8,5,6,2,0,11,10,4,5,0,3,10,8,7,6,6,7,5,3,4,4,6,3,6,4,2,6
Nigeria,Lower,9.082,8.6753,NGA,Sub-Saharan Africa ,Lower middle income,7.48906,9.05804,195874740,910770,215.064988965381,13463421,54.332,2028.18197017598,8169192.31,77482.726523888,43,3.75553853809834,Nigeria,2,0,25,10,7,5,Nigeria,Nigeria,Sub-Saharan Africa,116,14,57.2,38.1,32.2,22.3,85.1,96.2,64.1,54.7,84,61.7,62.4,45,40,11.3,24,30,3.6,11.195,193.875,1168.515,1.937,2,6027.17,6,12.094,1997.48516494833,28.416,6677,37,83,200,61,59,1840,56,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,3,0,0,1,1,1,4,2,2,1,0,6,3,1,3,5,0,4,7,7,10,17,2,6,5,5,4,10,11,15,7,8,6,3,4,5,6,9,1,8
Bolivia,Lower,-16.2902,-63.5887,BOL,Latin America & Caribbean ,Lower middle income,-66.1936,-13.9908,11353142,1083300,10.4801458506416,1814087,71.239,3548.59013979338,4122113,56592,42.2,6.44316077232361,Bolivia,10,0,10,16,4,6,Bolivia,Bolivia,Americas,175,30,42.8,20.1,11.2,23.1,86.3,54.2,14.2,58.3,52.9,69.9,67.8,15,40,6.1,13,25,23.9,39.06,11.248,84.099,4.3,4.6,7476.94,3.3,2.326,255.083,53.92,4919,49,71,199,67,53,553,70,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,1,0,1,3,1,3,1,1,4,3,1,0,1,2,0,1,1,1,3,6,1,2,4,3,2,4,3,4,5,5,6,4,5,11,4,8,4,4,6,14,10,12,1,4,5,15,10
Honduras,Lower,15.2,-86.2419,HND,Latin America & Caribbean ,Lower middle income,-87.4667,15.1333,9587522,111890,85.6870319063366,1363041,75.088,2505.7767518956,411989,14832,52.1,7.85842537879944,Honduras,8,0,3,23,11,11,Honduras,Honduras,Americas,93,18,61.1,48.6,34.2,28.6,82.3,78.2,96.7,56.7,31.5,72.2,79.4,65,60,2.8,25,25,22.8,26.9413333333333,9.432,49.157,3.696,3.9,5212.02,4.1,4.348,1225.8,40.281,2955,49,71,147,64,56,349,66,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,3,4,1,0,7,0,0,0,1,0,1,1,0,1,5,4,6,5,0,0,0,0,1,8,4,0,2,3,2,5,4,1,6,1,10,6,6,2,1,0,8,5,2,10,1,4,4,4,1,0
Cameroon,Lower,3.848,11.5021,CMR,Sub-Saharan Africa ,Lower middle income,11.5174,3.8721,25216237,472710,53.3439889149796,3655656,58.921,1533.74213975885,265136,5550,46.6,4.67066690325737,Cameroon,3,0,0,6,17,7,Cameroon,Cameroon,Sub-Saharan Africa,145,29,53.6,45.3,30.8,20.8,74.8,88.3,63.7,46,50.1,84.1,59.6,30,50,12.7,35,33,14.4,19.754,24.884,95.262,4.047,4.8,3828.2,3.4,2.387,701.744,37.745,3733,44,76,146,63,57,1595,63,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,2,3,5,0,0,20,0,1,0,0,0,10,3,2,0,3,0,0,3,0,0,0,44,0,0,0,6,11,0,11,3,1,0,0,0,0,6
Malaysia,Lower,2.5,112.5,MYS,East Asia & Pacific,Upper middle income,101.684,3.12433,31528585,328550,95.9628214883579,7563912,75.997,11373.2330025676,60481772,476733,41,3.85939814150333,Malaysia,28,0,20,47,34,22,Malaysia,Malaysia,Asia-Pacific,24,6,74.7,86.5,74.6,49.4,85.7,84.6,80.2,87.8,74.5,81.6,82,60,50,4,25,25,13.6,22.6283333333333,32.385,999.397,4.724,5.2,30859.87,3.4,0.969,8090.97501195749,56.239,7009,3,117,114,55,65,5706,16,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,6,4,2,4,3,3,1,8,2,6,2,5,3,4,4,1,1,2,2,3,3,3,1,5,1,1,2,2,1,0,3,1,2,1,2,0,1,1,0,2,1,0,2,0,1,1,0,0,1,0,1,0,2,1,0,1,0,0,1,0
Sudan,Lower,12.8628,30.2176,SDN,Sub-Saharan Africa ,Lower middle income,32.5363,15.5932,41801533,,,5534079,65.095,977.273635724417,269958.48,3170,34.2,6.34180754423141,Sudan,3,0,3,10,0,5,Sudan,Sudan,Sub-Saharan Africa,173,44,45,33.7,20.8,25.5,86.1,94.5,12.4,53.5,60,77,52,5,20,14,10,35,7.9614507925651,13.5666666666667,41.985,177.678,-2.131,1.8,4232,12.9,63.293,1135.787,163.21,2728,51,69,111,51,69,286,69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,0,1,3,0,1,4,1,3,3,3,5,5,0,0,4,4,3,7,5,6,4,6,10,0,1,6,0,8,6,0
Australia,Lower,-31.9961875,141.2327875,AUS,East Asia & Pacific,High income,149.129,-35.282,24982688,7692020,3.24787091037205,4792281,82.7487804878049,57395.9194663167,75667645.0347507,665384,34.4,9.20594781637192,Australia,42,0,1,33,64,66,Australia,Australia,Asia-Pacific,4,4,82.6,82.8,86.1,89.3,63,61.6,91.8,87.8,84,86.2,88.2,80,90,0.9,45,30,27.8,35.7987001032667,25.168,1318.153,2.811,2.6,52373.46,5.4,1.979,60438.1318131215,40.672,7081,4,116,100,39,81,6470,8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,5,0,1,2,1,1,2,4,4,2,5,5,5,5,1,3,3,3,1,1,1,0,3,1,0,0,0,0,8,4,1,3,0,6,2,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Congo (Kinshasa),Lower,-4.0383,21.7587,COG,Sub-Saharan Africa ,Lower middle income,15.2662,-4.2767,5244363,341500,15.3568462664715,2229693,64.29,2147.76946104594,333899,8439,48.9,2.93027926236391,"Congo, Rep.",4,0,2,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731,49,71,61,59,61,302,65,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,2,0,1,4,0,5,0,0,0,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,3,0,0,2,0,1,1,1,0,1,0,1,1,3,0,2,0,3,6,0,0,11,0,0,0,0
Somalia,Lower,5.1521,46.1996,SOM,Sub-Saharan Africa ,Low income,45.3254,2.07515,15008154,627340,23.9234769024771,2081624,57.068,314.544165670763,4486,98,,,Somalia,0,0,0,10,2,1,Somalia,Somalia,Sub-Saharan Africa,,,,20.1,26.5,13.1,,,,31.6,,,,,,,,,,,11.3,21.2,3.1,2.9,,14,1.5,409,,1573,54,66,61,77,43,188,69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,1,0,1,0,0,8,0,2,5,3,2,0,0,0,3,1,3,3,1,5,0,4,3,1,0,0,1,0,2,1,1,2,2
Chad,Lower,15.4542,18.7322,TCD,Sub-Saharan Africa ,Low income,15.0445,12.1048,15477751,1259200,12.2917336404066,1322679,53.977,728.343235359289,28332,72,43.3,4.48730140924454,Chad,5,0,1,10,8,4,Chad,Chad,Sub-Saharan Africa,161,38,50.2,32.4,27.4,15.1,45.8,93.5,95.6,26.8,43,76.1,47.2,60,40,16.4,60,45,7.7,14.756,12.49,30.166,3.089,0.4,2415.25,2.2,2.483,662.20657343314,46.565,565,57,63,57,97,23,177,76,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,5,0,0,7,0,10,1,3,0,0,9,2,4,2,2,3,0,3,1
Thailand,Lower,15,101,THA,East Asia & Pacific,Upper middle income,100.521,13.7308,69428524,510890,135.897206835131,10156316,76.931,7273.56320732092,76053042.754,475886.496,36.4,3.74601632356644,Thailand,9,0,4,41,44,4,Thailand,Thailand,Asia-Pacific,43,11,69.4,59.5,48,43.4,80.7,85.9,96.4,83,63.7,74,83,55,60,3.5,35,20,17.6,21.657,67.793,1320.364,4.129,3.1,19476.48,0.7,1.064,10492.553,42.076,3034,0,120,56,39,81,2888,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,2,1,2,3,4,1,3,3,1,3,2,1,2,3,2,1,2,3,1,0,0,0,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,Lower,12.2383,-1.5616,BFA,Sub-Saharan Africa ,Low income,-1.53395,12.3605,19751535,273600,72.1912828947368,2531381,61.174,715.12290404614,151531,4270,35.3,6.91505968570709,Burkina Faso,2,0,0,7,7,11,Burkina Faso,BurkinaFaso,Sub-Saharan Africa,117,15,56.7,46.9,42.6,34.1,81.3,77,49.2,47.6,52.1,82.4,61.8,65,40,9.1,27.5,28,18.1,27.665,19.46,38.845,6.034,5.3,1996.14,6.1,2,480.001741859312,42.957,809,48,72,52,56,64,661,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,2,2,1,0,2,2,0,0,0,1,1,1,4,1,0,3,0,0,3,2,0,3,1,0,2,0,1,2,0,0,1,0,0,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Kenya,Lower,-0.0236,37.9062,KEN,Sub-Saharan Africa ,Lower middle income,36.8126,-1.27975,51393010,569140,90.2994166637383,4385853,66.342,1710.51009699405,5935831.09691728,137602.178444667,40.8,4.80254329741001,Kenya,8,0,3,29,21,14,Kenya,Kenya,Sub-Saharan Africa,132,23,55.3,63.2,48.6,28.2,78.7,79.6,13.5,55,55.8,75,60.4,55,50,12.3,30,30,18.1,26.1013333333333,48.033,177.285,5.955,5.6,3690.92,9.3,4.69,1625.92149361555,57.164,1029,51,69,50,64,56,366,63,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,4,1,2,0,0,2,3,0,1,2,1,3,4,2,3,5,0,0,0,0
France,Lower,8.30567272727273,5.42901818181818,FRA,Europe & Central Asia,High income,2.35097,48.8566,66977107,547556.9921875,122.319882597837,10900952,82.5268292682927,41469.9195544229,70188028,597412,31.6,11.3128922879696,France,30,0,5,11,43,23,France,France,Europe,64,34,66,85.9,71.2,83.3,48.8,4.5,67.1,82.5,46.1,76.7,81.4,75,70,1.8,45,31,46.2,56.4254060143333,64.725,2962.799,1.521,1.4,45775.15,9.2,2.102,37293.8478971659,98.594,2584,45,75,48,54,66,1719,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,2,0,2,0,1,0,0,3,0,0,1,0,0,0,2,0,1,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,1,0,0,1,2,2,0,2,0,0,0,2
Guatemala,Lower,15.7835,-90.2308,GTM,Latin America & Caribbean ,Upper middle income,-90.5328,14.6248,17247807,107160,160.953779395297,2851104,74.063,4549.01008110721,145795,3205,48.3,5.81384375691414,Guatemala,8,1,1,29,8,9,Guatemala,Guatemala,Americas,73,14,64,45.5,32.2,29.6,79.2,95.6,95.7,62.6,48.4,77.4,82.2,70,50,1.4,31,31,12.4,12.1463333333333,17.263,145.635,3.1,3.5,8436.37,2.7,3.752,1056,24.474,2265,52,68,45,54,66,159,63,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3,0,2,2,0,0,1,0,0,1,0,2,0,2,2,1,0,2,0,1,2,0,1,3,0,2,8,2
Sierra Leone,Lower,8.460555,-11.779889,SLE,Sub-Saharan Africa ,Low income,-13.2134,8.4821,7650154,72180,105.987170961485,1135949,54.309,533.991184258936,50193,2145,35.7,13.4209275245667,Sierra Leone,8,0,2,7,10,5,Sierra Leone,SierraLeone,Sub-Saharan Africa,168,43,48,40.7,39.4,21.8,87.5,83.5,9.8,50.1,29.7,64.2,69.4,60,20,10.3,15,30,11.1,23.4293333333333,7.571,12.265,3.728,-0.4,1620.15,4.3,16.865,599,71.307,570,69,51,34,92,28,205,88,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,0,1,0,1,2,3,2,1,1,0,1,0,7,0,1,2,3,1,0,1
El Salvador,Lower,13.7942,-88.8965,SLV,Latin America & Caribbean ,Lower middle income,-89.2073,13.7034,6420744,20720,309.881467181467,1106698,73.096,4058.25243928118,2545105,27601,38.6,7.22756013274193,El Salvador,17,0,7,14,11,16,El Salvador,ElSalvador,Americas,90,16,61.6,41.6,30.1,31.6,77.8,82.8,80,53.6,52.3,78.6,80.8,70,60,2.1,30,30,20.4,23.936,6.641,53.401,2.536,2.3,8041.2,4.4,1.088,839.554,67.07,1571,57,63,31,69,51,537,73,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,1,0,1,1,0,1,2,0,3,2,1,4,0,0,1
Ghana,Lower,7.9465,-1.0232,GHA,Sub-Saharan Africa ,Lower middle income,-0.20795,5.57045,29767108,227540,130.821429199262,3064718,63.78,2202.31216442504,467438,14373,43.5,3.26237045228481,Ghana,13,0,6,7,14,5,Ghana,Ghana,Sub-Saharan Africa,104,11,59.4,52.5,46.1,32.2,78.4,88.1,35.6,58.4,59.3,68.9,63.8,70,60,10.6,35,25,17.6,19.956,29.555,190.677,5.643,4.5,6451.72,6.7,9.837,2989,59.56,6269,52,68,31,59,61,1898,64,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,0,1,0,1,0,0,0,0,0,0,4,0,0,0,2,0,4,1,0,0,2,0
Senegal,Lower,14.4974,-14.4524,SEN,Sub-Saharan Africa ,Lower middle income,-17.4734,14.7247,15854360,192530,82.3474783150678,2978419,67.665,1521.95355421391,21038,1087,40.3,4.13406379520893,Senegal,9,0,0,6,7,4,Senegal,Senegal,Sub-Saharan Africa,110,13,58,52.4,39.8,40.6,70.2,84.4,75.2,50.4,38.1,79.7,65.4,60,40,12.3,40,30,22,22.8076666666667,16.302,59.521,6.156,6.5,3651.16,6.5,0.465,629.312447981276,64.447,2714,40,80,30,70,50,1186,46,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,1,0,4,2,0,0,2,2,2,0,0,1,4,0
Yemen,Lower,15.552727,48.516388,YEM,Middle East & North Africa,Low income,44.2075,15.352,28498687,527970,53.9778529083092,2779317,66.096,944.408499373419,336310,2342,36.7,4.2345754802227,"Yemen, Rep.",2,0,1,11,4,15,Yemen,Yemen,Middle East and North Africa,,,,22.5140374044355,20.1053174798536,21.9,,96.5,60.1,43.9,43.8017529553267,42.5746826276301,70,50,,5,,,7.4,10.8113333333333,30.816,73.258,-2.701,-7.8,2377.24,12.9,41.773,-282.098333333333,63.164,184,79,41,30,99,21,5,93,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,2,0,1,1,1,2,0,3,3,2,0,8,2
